31.148317	27.871277	27.178885	24.742722	22.185266	21.219576	19.247417	18.327085	16.994064	16.19595	15.32844	14.491418	13.834811	12.828854	12.599404	11.908423	11.482865	10.902865	10.462578	10.114935	9.797914	9.302688	8.850426	8.569073	8.147056	7.7898684	7.4374394	7.129262	6.8404884	6.4780073	6.304645	5.927681	5.633673	5.459645	5.281291	4.9556828	4.7283926	4.49498	4.252766	4.0672913	3.8084993	3.6385405	3.4952297	3.2890062	3.1065304	2.9135587	2.7460103	2.5897756	2.3917875	2.2861888	2.1220746	1.944922	1.8139282	1.6708046	1.5245899	1.3786877	1.2439232	1.1093254	0.96840745	0.8806553	0.74167526	0.5735529	0.4742436	0.31734717	0.25494993	0.18127859	0.051590215	-0.064635284	-0.1774279	-0.24363425	-0.35614213	-0.414011	-0.5094737	-0.6182085	-0.734133	-0.87160456	-1.0071404	-1.1187699	-1.2297612	-1.3726134	-1.4786125	-1.56696	-1.6848067	-1.791322	-1.9227916	-1.9614637	-2.053319	-2.1875005	-2.2811406	-2.2858293	-2.3742921	-2.4106681	-2.4988163	-2.5767567	-2.5528784	-2.611852	-2.7128797	-2.730379	-2.7853904	-2.8227794	-2.8382084	-2.9177678	-2.9351935	-2.9772813	-3.002407	-3.0675967	-3.165195	-3.1595142	-3.2759526	-3.326326	-3.4146788	-3.3997347	-3.5997834	-3.5057614	-3.538535	-3.6586277	-3.8253999	-3.6912506	-3.9680793	-3.7214944	-3.9748688	-3.7238376	-3.9082987	-3.7451675	-4.235538	-4.429872	-3.2498167	-1.7307875
23.537752	22.151207	22.784035	22.272797	20.49248	20.215574	19.043133	18.247381	17.216156	16.120554	15.577991	14.600943	13.92857	12.9692745	12.740308	11.988361	11.586624	10.979638	10.562187	10.137336	9.889086	9.3639	8.92795	8.574904	8.2059145	7.8911204	7.523776	7.2034545	6.920877	6.542097	6.3840485	5.9919434	5.705472	5.539542	5.29789	4.971599	4.7521358	4.529477	4.279908	4.074185	3.8662887	3.6716816	3.555093	3.3294365	3.1627977	2.8937562	2.7636037	2.6244376	2.470237	2.3138244	2.1282392	1.9475144	1.8353496	1.7002484	1.5638658	1.4066426	1.2577835	1.1119003	1.0144565	0.9065774	0.740016	0.5949325	0.49531135	0.3263655	0.28548965	0.18728773	0.0633331	-0.033799186	-0.19353819	-0.24301608	-0.35448697	-0.42055622	-0.5002984	-0.61136687	-0.7229997	-0.84085023	-0.9816291	-1.1181577	-1.2356082	-1.3390937	-1.4728618	-1.5615848	-1.6876646	-1.8210385	-1.92178	-1.9798821	-2.0804636	-2.1835876	-2.2689667	-2.308095	-2.4113185	-2.4715543	-2.5544145	-2.608199	-2.6265864	-2.6550193	-2.7351573	-2.76856	-2.842072	-2.8571653	-2.9345267	-2.9539979	-3.0558822	-3.0552793	-3.1004024	-3.1446264	-3.2137392	-3.234497	-3.3684063	-3.382406	-3.5259457	-3.5268939	-3.6311328	-3.6255283	-3.5934293	-3.9056802	-3.9844632	-4.0232315	-4.1342945	-3.9139955	-4.3614306	-4.116124	-4.243981	-4.337006	-4.546732	-5.0439415	-3.774225	-4.2330217
18.94753	17.948635	18.775007	18.991673	17.925951	17.97826	17.207966	16.748123	16.153753	15.48862	15.055172	14.3573885	13.763169	13.012582	12.763904	12.1717205	11.80657	11.118243	10.80518	10.278729	10.074882	9.514008	9.112652	8.753818	8.440265	8.013725	7.618105	7.2884684	7.0568686	6.72413	6.4854393	6.158562	5.866632	5.7142897	5.4652433	5.164578	4.906146	4.6786666	4.448055	4.2212977	4.051712	3.830484	3.6891823	3.4321628	3.3081875	3.0309722	2.8960335	2.769868	2.5967176	2.3932111	2.2190192	2.0251741	1.9160626	1.7816069	1.630458	1.4594221	1.3315531	1.1827655	1.0660812	0.9577237	0.8053144	0.6642965	0.54500854	0.40233824	0.31243572	0.2119196	0.13085684	-0.016920645	-0.13498679	-0.2244429	-0.34416977	-0.42417002	-0.48004267	-0.6193486	-0.7109566	-0.8474901	-0.9974107	-1.1352308	-1.2730916	-1.3832483	-1.5216812	-1.6019404	-1.7326051	-1.8884858	-1.9757105	-2.0419555	-2.1708007	-2.2523766	-2.34026	-2.414047	-2.4952164	-2.5782294	-2.6451185	-2.7000117	-2.739124	-2.783869	-2.8687115	-2.9594417	-2.9885738	-3.0088174	-3.0813453	-3.1225553	-3.2025743	-3.1585236	-3.2392416	-3.2685118	-3.376909	-3.3352683	-3.4934204	-3.4790857	-3.6298926	-3.6783082	-3.8040538	-3.7467766	-3.7573812	-3.933517	-4.129082	-4.198185	-4.1762567	-4.144917	-4.4112372	-4.4501104	-4.4296827	-4.582456	-4.6442146	-4.5596724	-3.700079	-6.306417
16.117119	16.33142	15.718281	16.196665	15.596516	15.523332	14.96261	14.952131	14.601381	14.067834	13.977917	13.505315	12.992276	12.486138	12.3756485	11.931339	11.585058	11.041643	10.836229	10.30126	10.016217	9.559377	9.212644	8.85599	8.4447565	8.138193	7.746148	7.40241	7.15983	6.8084173	6.5900126	6.2310653	5.9191217	5.7781134	5.531481	5.2246823	4.9698563	4.747416	4.512025	4.2454557	4.101219	3.8892348	3.7071886	3.470414	3.3383005	3.0861454	2.9190133	2.8030126	2.5748212	2.3869386	2.2334044	2.0502303	1.9279363	1.7907124	1.648182	1.443612	1.3333075	1.1972432	1.0772086	0.9867992	0.8218774	0.6755957	0.6038176	0.43202454	0.3445983	0.23662032	0.13820747	0.013386168	-0.14163505	-0.193407	-0.29193315	-0.38802144	-0.46499762	-0.6015497	-0.72137046	-0.8466957	-1.0212482	-1.1466806	-1.278166	-1.3914247	-1.5286026	-1.6357331	-1.7588015	-1.9047549	-1.9965212	-2.0777838	-2.1654518	-2.2730477	-2.362192	-2.4362519	-2.5069878	-2.5840867	-2.672011	-2.783084	-2.7871504	-2.8448727	-2.916221	-3.0133727	-3.027201	-3.0513887	-3.1048603	-3.1491957	-3.1956196	-3.1768954	-3.2848887	-3.2943122	-3.4162452	-3.3959687	-3.538189	-3.5009735	-3.6480906	-3.6663065	-3.770618	-3.831598	-3.783847	-4.035821	-4.1871223	-4.158527	-4.2344604	-4.1882854	-4.4212403	-4.5084214	-4.5001683	-4.455669	-4.567788	-4.7179236	-4.091154	-7.3204775
14.234265	13.048868	13.775553	14.593553	14.032154	13.895219	13.448226	13.4703	13.376166	13.06185	12.917346	12.683591	12.278628	11.761266	11.780139	11.451485	11.217645	10.699371	10.565617	10.076985	9.853413	9.528064	9.179183	8.867939	8.455955	8.185068	7.781369	7.5167737	7.294811	6.9672084	6.6895604	6.3307095	6.0491014	5.894584	5.640413	5.280948	5.0906754	4.852483	4.6094127	4.3807306	4.1711473	3.9830709	3.8081074	3.5687547	3.3797028	3.1650667	2.9928408	2.8370776	2.632824	2.4436154	2.2764497	2.108401	1.9519999	1.8213019	1.6501747	1.4933294	1.3695561	1.2204949	1.1068108	1.0385607	0.82976466	0.69463646	0.6135802	0.4581039	0.3565881	0.24334426	0.11918996	0.010951617	-0.11328925	-0.18608744	-0.30310243	-0.3758201	-0.47473285	-0.59034765	-0.7351132	-0.84453	-1.0124546	-1.1246341	-1.2810318	-1.3981378	-1.5262296	-1.6354231	-1.7643765	-1.8938028	-2.006151	-2.0835829	-2.1741385	-2.2942936	-2.3894536	-2.4523683	-2.5397694	-2.6298492	-2.7081237	-2.825111	-2.842305	-2.9044793	-2.9615545	-3.0740006	-3.05991	-3.126106	-3.186484	-3.2050529	-3.2693515	-3.325161	-3.3669717	-3.3802264	-3.515174	-3.5008318	-3.6636508	-3.569186	-3.730376	-3.7932005	-3.8918767	-3.9637322	-3.983394	-3.99508	-4.219841	-4.200967	-4.354392	-4.2271376	-4.4866366	-4.5200896	-4.706445	-4.7397785	-4.668019	-5.3275313	-4.060049	-6.5221524
13.102516	13.601071	12.754168	13.1563835	12.783155	12.889643	12.4082365	12.634622	12.406347	12.341983	12.137028	12.078383	11.742924	11.384343	11.40026	11.021201	10.826205	10.418547	10.334519	9.901547	9.75114	9.488083	9.115621	8.801316	8.4575405	8.1502	7.80608	7.533261	7.321371	7.033417	6.8215027	6.439361	6.1732755	6.029581	5.772644	5.40187	5.1724663	4.956733	4.6745863	4.4747925	4.281157	4.0898438	3.920097	3.6410918	3.520372	3.2907174	3.1176898	2.9129188	2.6973166	2.5284986	2.363395	2.2167127	2.0372996	1.895339	1.7231882	1.5636132	1.4117031	1.2885678	1.1618985	1.0602976	0.8635936	0.7223593	0.6316293	0.42735285	0.34596592	0.253124	0.12022843	0.012507924	-0.115726545	-0.19329813	-0.3122959	-0.3894301	-0.47442853	-0.5937548	-0.7212127	-0.85007864	-0.99741924	-1.1182095	-1.28184	-1.3976843	-1.5428785	-1.6468732	-1.7884754	-1.9159226	-2.0367632	-2.1301427	-2.2040353	-2.3139215	-2.4108465	-2.4878519	-2.5775924	-2.6635706	-2.774713	-2.870458	-2.8948324	-2.9679503	-3.0168638	-3.129573	-3.1179056	-3.1903949	-3.2842467	-3.321248	-3.3811414	-3.4447951	-3.4642293	-3.4959264	-3.6399844	-3.5814087	-3.793103	-3.695545	-3.8185246	-3.90444	-3.9835892	-4.000493	-4.005903	-4.065848	-4.223586	-4.2580056	-4.436496	-4.2220683	-4.423774	-4.4479213	-4.554381	-4.853923	-4.460691	-5.094516	-4.0536118	-5.9889345
12.407939	12.529338	11.619821	12.1339035	11.9352455	12.086793	11.818117	11.887515	11.809093	11.603982	11.452945	11.298819	11.074001	10.767185	10.769224	10.520472	10.438598	10.04513	9.994561	9.704554	9.448308	9.187689	8.888198	8.602102	8.327995	8.000515	7.760842	7.48827	7.230139	6.976239	6.8216567	6.4383388	6.1523647	6.0271764	5.78257	5.441172	5.199115	4.9863057	4.681083	4.527393	4.285111	4.0791364	3.9079022	3.6802745	3.5150125	3.3593767	3.1708682	2.9497733	2.7549171	2.5834134	2.3994102	2.2292979	2.0834994	1.9492676	1.7509977	1.5691472	1.4690076	1.3034598	1.1814365	1.0695198	0.88155884	0.73177826	0.6252873	0.4498772	0.32545084	0.23432407	0.104935646	0.0084347455	-0.1021242	-0.19182609	-0.30226684	-0.3855778	-0.48801285	-0.59278667	-0.7180623	-0.8764417	-1.0159826	-1.1376345	-1.2785376	-1.3868058	-1.5589598	-1.6671066	-1.8006825	-1.9121872	-2.0390651	-2.116086	-2.1948433	-2.305802	-2.391915	-2.4897776	-2.5596285	-2.6185334	-2.766075	-2.8343263	-2.8838673	-2.9661577	-3.0319974	-3.099921	-3.1176112	-3.225841	-3.2737718	-3.303705	-3.3653119	-3.3734353	-3.4394724	-3.4019918	-3.5826216	-3.5397675	-3.7033525	-3.6884987	-3.766395	-3.851089	-3.9005125	-4.006896	-3.9200854	-4.0142894	-4.0828776	-4.1469936	-4.365454	-4.150133	-4.290093	-4.3530235	-4.278895	-4.577442	-4.5236993	-5.14201	-4.3938365	-3.8646264
11.644595	11.70632	11.158041	11.742768	11.36475	12.054421	11.309299	11.412916	11.277047	11.021593	11.054064	11.023736	10.67162	10.420202	10.447374	10.246688	10.154336	9.7991	9.739295	9.428657	9.252954	9.046092	8.7692375	8.413565	8.239602	7.907496	7.673909	7.4428926	7.209964	6.919964	6.8445015	6.4632573	6.2155075	6.07856	5.8497286	5.522708	5.285883	5.049565	4.8111033	4.6230955	4.4145455	4.1653433	4.039373	3.7845087	3.6065807	3.4390042	3.223316	3.037089	2.7972672	2.6590738	2.4591596	2.285173	2.080827	2.009889	1.798206	1.6260039	1.4778674	1.3325166	1.1832191	1.0745623	0.9124026	0.76859397	0.6333866	0.48035613	0.36011013	0.26181534	0.12059428	0.016782729	-0.100120686	-0.1775774	-0.29053017	-0.39245886	-0.48270842	-0.5899831	-0.732793	-0.8804856	-1.029326	-1.1319361	-1.280681	-1.4154537	-1.5949333	-1.6911031	-1.8371788	-1.9605023	-2.0699	-2.178612	-2.2314453	-2.356874	-2.4162529	-2.5281174	-2.6009126	-2.6543543	-2.7766004	-2.8304446	-2.8907623	-3.0213656	-3.0468185	-3.088089	-3.1456683	-3.2299402	-3.2969453	-3.3278167	-3.399562	-3.4008262	-3.451377	-3.4699068	-3.6170676	-3.592204	-3.7979624	-3.688883	-3.8391554	-3.9016514	-3.9461834	-4.054311	-3.9488957	-4.0587125	-4.1830845	-4.1982827	-4.484313	-4.1427784	-4.5802865	-4.2957387	-4.4236684	-4.5787086	-4.591316	-4.7666216	-4.1064143	-5.388722
11.349039	11.735253	11.0905075	11.491003	10.853829	11.655217	11.000744	10.9074545	10.858477	10.755907	10.53445	10.536635	10.22086	10.019131	10.104284	9.956512	9.732478	9.55703	9.4278755	9.138643	9.046461	8.853957	8.540577	8.31599	8.053447	7.76946	7.5351095	7.3307676	7.088614	6.826578	6.7532454	6.3695173	6.190193	5.987039	5.858781	5.5189753	5.2763276	5.061807	4.8603888	4.676624	4.4568267	4.2149444	4.048374	3.818225	3.6469777	3.4725165	3.2337525	3.061148	2.8610113	2.6907778	2.4784565	2.2996387	2.1175346	2.0085604	1.8240768	1.643436	1.4790289	1.3166649	1.1961799	1.0467365	0.91989774	0.7677595	0.6539908	0.47993675	0.34332618	0.24833186	0.11840773	-0.009203849	-0.13168776	-0.19305325	-0.3053345	-0.4129165	-0.4900124	-0.60210127	-0.7205169	-0.87276554	-1.0159436	-1.1185037	-1.307439	-1.3996961	-1.5897517	-1.6755342	-1.8327931	-1.9649676	-2.0358882	-2.176029	-2.2029593	-2.3404012	-2.4144135	-2.4869318	-2.5723515	-2.651889	-2.7535524	-2.8131487	-2.8363032	-2.9766853	-3.0143797	-3.0866368	-3.153954	-3.171534	-3.25795	-3.298565	-3.385279	-3.388351	-3.4720657	-3.4647372	-3.612633	-3.6011004	-3.764233	-3.7075207	-3.8684287	-3.953394	-3.9596438	-4.112765	-4.000419	-4.075838	-4.293669	-4.419403	-4.5484114	-4.19555	-4.534684	-4.085593	-4.3883767	-4.579717	-4.4316072	-4.4269414	-4.0385685	-5.825111
11.012496	11.172595	11.052134	11.114571	10.519522	10.86764	10.643426	10.155799	10.486051	10.350691	10.047486	9.95924	9.902394	9.4854	9.649012	9.514131	9.314607	9.198341	9.121351	8.885617	8.700615	8.5499935	8.22693	8.151626	7.831861	7.6336894	7.391942	7.1976643	6.981018	6.7492576	6.6151133	6.3574433	6.1262155	5.9378653	5.79296	5.4944444	5.2886395	5.0408306	4.8498673	4.6124372	4.4549675	4.1902347	4.034199	3.7902958	3.6301906	3.4837277	3.2340906	3.0702472	2.8494172	2.7097373	2.4889905	2.338103	2.1500382	1.9991467	1.8215253	1.6452758	1.4737694	1.3352383	1.2222533	1.06811	0.928692	0.7568548	0.65056676	0.48511073	0.34285033	0.23649852	0.14002146	-0.006889739	-0.12267495	-0.20237225	-0.30639338	-0.40391332	-0.48675296	-0.6099594	-0.71997595	-0.8712034	-1.011478	-1.134169	-1.3088785	-1.3833688	-1.5774977	-1.6723964	-1.8074425	-1.9352137	-2.0194075	-2.1299167	-2.1647851	-2.294074	-2.3829992	-2.4227421	-2.52221	-2.5882447	-2.7345846	-2.779892	-2.8141744	-2.9804366	-2.991568	-3.0442877	-3.101056	-3.1691477	-3.2806623	-3.3019466	-3.3515487	-3.3941226	-3.4416866	-3.4433057	-3.5656295	-3.5658815	-3.742226	-3.6773164	-3.8279245	-3.8423665	-3.8946443	-4.1134553	-3.9944372	-4.051528	-4.1913133	-4.2819304	-4.5424075	-4.1574197	-4.4354625	-4.1231	-4.4497857	-4.67049	-4.153362	-4.688733	-4.0459948	-4.2140794
10.596986	10.626224	10.650109	10.289232	9.769249	10.536127	10.163994	9.791962	10.024803	9.798353	9.742145	9.508506	9.372415	9.1814	9.235704	8.988961	9.007965	8.803987	8.765544	8.576358	8.374899	8.277726	7.969566	7.8439965	7.5996947	7.4928336	7.2324076	6.9983726	6.8342633	6.6495204	6.5256405	6.263613	6.0547056	5.857102	5.7196937	5.4191856	5.237175	5.02445	4.820591	4.617312	4.4200773	4.1597404	4.011753	3.7909806	3.598951	3.43553	3.24302	3.075181	2.8379703	2.6972642	2.4905927	2.3320718	2.1626217	2.0065522	1.8394762	1.6499591	1.5189955	1.3527867	1.2389411	1.0827433	0.94639695	0.74039054	0.64465153	0.48446268	0.3466419	0.224353	0.14088902	-0.004412287	-0.11136363	-0.19660611	-0.30631357	-0.4033848	-0.47991416	-0.5809869	-0.6911657	-0.83564323	-0.98183763	-1.1210539	-1.3062525	-1.3518484	-1.5098258	-1.6473974	-1.7796444	-1.8727702	-1.9928991	-2.0761733	-2.1578434	-2.2558484	-2.3427253	-2.3986	-2.4934025	-2.5746117	-2.7211041	-2.7703598	-2.798397	-2.944903	-2.9648914	-3.0457132	-3.1361463	-3.1762176	-3.2749372	-3.2983346	-3.3567307	-3.430142	-3.4646637	-3.4865623	-3.648326	-3.616735	-3.734792	-3.730733	-3.8384416	-3.8727057	-3.9642577	-4.123308	-4.010015	-4.0764685	-4.2173333	-4.2658854	-4.562869	-4.082275	-4.34421	-4.1174345	-4.1907845	-4.520277	-4.2119174	-4.470432	-3.1516283	-4.138579
10.281876	10.027661	10.770268	10.105799	9.473204	10.336172	9.910488	9.679753	9.796902	9.552909	9.523491	9.344897	9.322344	9.0586405	9.076231	8.912054	8.975688	8.6363	8.641433	8.416068	8.245284	8.070468	7.8251433	7.7283416	7.460898	7.340315	7.1653776	6.8836565	6.744584	6.561596	6.420438	6.202966	6.0230336	5.8091106	5.7030363	5.423188	5.2080092	5.0104847	4.82792	4.58734	4.4031754	4.155275	4.0011563	3.753743	3.5994616	3.4210806	3.2407146	3.0533738	2.8356502	2.6578333	2.4591806	2.2965968	2.1513155	2.0094728	1.8242176	1.674433	1.5034356	1.3765959	1.2141789	1.09139	0.9641141	0.7391955	0.6630367	0.48762336	0.36681074	0.24066752	0.14618772	-0.0033566786	-0.08785883	-0.17757882	-0.2899184	-0.386955	-0.4714753	-0.55881476	-0.68514466	-0.84895414	-0.96559554	-1.0892099	-1.282814	-1.3411036	-1.4960414	-1.6343817	-1.7751987	-1.8833455	-1.9833055	-2.064498	-2.1351914	-2.2708223	-2.3555615	-2.4426396	-2.490213	-2.5855095	-2.716067	-2.7776854	-2.7997172	-2.9132578	-2.942745	-2.9948044	-3.1012683	-3.1672788	-3.2557364	-3.2524362	-3.319669	-3.3797333	-3.457156	-3.4724576	-3.6374123	-3.5828052	-3.7160316	-3.6924653	-3.7917118	-3.8679898	-3.9541993	-4.0346675	-3.986231	-4.086588	-4.169555	-4.237134	-4.420524	-4.0677505	-4.279236	-4.2006793	-4.1310678	-4.309123	-4.2749724	-4.3215866	-2.711936	-4.3513656
